cod_endereco,cod_cliente,rua,numero,cidade,estado,cep
21325,4874,Vale Natália Ramos,41,da Mota de Goiás,RS,90302209
21326,20113,Trevo de da Paz,76,Mendes,RO,89667393
21327,13774,Rodovia de Alves,67,Farias Alegre,PE,36363-598
21328,5998,Passarela de Nascimento,71,Cunha de Pastor,SP,61218515
21329,23477,Núcleo de Cavalcante,91,Pimenta dos Dourados,DF,13704-203
21330,23007,Esplanada de da Conceição,92,Araújo da Mata,RR,65262-675
21331,24226,Quadra Ribeiro,15,Porto dos Dourados,RJ,92185665
21332,21835,Praia de da Paz,50,Gonçalves,MS,96061-964
21333,16052,Via de Rodrigues,98,da Mota Grande,TO,86549438
21334,12132,Estação de da Cunha,310,da Cruz Alegre,RN,99612-048
21335,23115,Praça Maria Helena Martins,54,Andrade do Norte,RS,92091-738
21336,7035,Ladeira Mendonça,5,das Neves,AM,33068-364
21337,11784,Recanto Moreira,94,Cavalcanti dos Dourados,RS,88757130
21338,10481,Setor Araújo,20,Garcia,MG,83057721
21339,17583,Jardim de Casa Grande,12,Cassiano do Oeste,PR,57198-233
21340,23226,Praça da Mata,76,Almeida,RN,90338291
21341,6189,Loteamento de Farias,44,Duarte,DF,81983792
21342,16486,Pátio Azevedo,23,Fonseca da Prata,RN,35453655
21343,10864,Viaduto de Barbosa,9,Nascimento Verde,AM,78963691
21344,10871,Praia de Fonseca,95,Siqueira,PE,67900-239
21345,24063,Jardim Camargo,99,Pastor do Campo,SE,94009450
21346,21134,Feira das Neves,96,da Rosa da Mata,AL,26879116
21347,9136,Lago de Silva,991,Vieira do Oeste,PE,62344-459
21348,5524,Vale Pereira,35,da Rosa Alegre,PI,54748783
21349,24223,Setor Ísis Pacheco,441,da Paz,MG,55447-052
21350,21209,Avenida de Albuquerque,656,Santos do Oeste,AP,73319062
21351,292,Chácara de Silva,46,Sampaio,RS,60127-340
21352,22473,Viela Araújo,68,Rodrigues,ES,49560-595
21353,6,Lago Cauã Gomes,90,Guerra de Jesus,AL,53260650
21354,20834,Pátio de Leão,34,Souza,AC,39111-677
21355,24716,Rodovia Gomes,6,Novais do Campo,GO,50196-066
21356,11365,Trecho Casa Grande,6,Sales do Sul,RJ,61181247
21357,461,Loteamento Cavalcanti,14,Porto,CE,02172225
21358,14247,Viela Azevedo,123,das Neves,MS,80743964
21359,20245,Campo de Siqueira,1,da Rocha,RS,25029-406
21360,13944,Lago Montenegro,77,Novaes de Moraes,RO,49194-276
21361,19878,Recanto Lopes,38,Silveira Verde,MS,36969580
21362,24800,Feira de Campos,642,Ramos do Sul,RR,79918-637
21363,19713,Condomínio de Duarte,63,Souza,DF,78844961
21364,8299,Viela de da Rosa,6,Nunes das Flores,PR,57226-418
21365,5015,Vale Eloá Casa Grande,59,Pastor do Galho,DF,39182-247
21366,5013,Setor de Aragão,94,Oliveira de Minas,CE,65107-739
21367,4158,Núcleo Lopes,83,Albuquerque,BA,16880291
21368,1363,Setor Nogueira,89,Barbosa de Cunha,SC,72444-000
21369,8637,Residencial de Freitas,69,da Mata do Norte,BA,66754-391
21370,9762,Setor Borges,681,Abreu Verde,PB,93577-889
21371,11739,Viela Gomes,594,Barros de Macedo,PB,95130991
21372,229,Praça Emanuelly Vieira,72,Azevedo,SP,43000-090
21373,17016,Aeroporto de das Neves,896,Freitas,SC,83528-143
21374,12434,Travessa de Machado,1,Campos de Machado,DF,78633-632
21375,21162,Colônia João Felipe Moreira,93,Alves das Pedras,TO,52552902
21376,17711,Condomínio Andrade,98,Casa Grande,PR,40856-479
21377,8496,Pátio de Costela,956,Albuquerque,PR,61436-866
21378,19268,Largo Mariana Barbosa,39,Rios,SP,39477677
21379,14267,Chácara de Castro,4,Farias,AP,86980995
21380,22118,Aeroporto de Azevedo,38,Souza do Campo,BA,56479664
21381,4424,Fazenda Novaes,7,da Mota de Cirino,PB,99313332
21382,2190,Parque Sá,8,Duarte de Alves,MT,84460-417
21383,17041,Rua Novaes,350,Duarte das Flores,RS,24279-249
21384,6718,Chácara de Almeida,10,Mendes,AM,15645-097
21385,23547,Rodovia de Araújo,5,Alves das Pedras,RR,05767-595
21386,2062,Passarela Freitas,48,Abreu de Pires,RN,57237261
21387,5323,Chácara de Pastor,698,Cunha,SP,73142155
21388,23889,Morro Sá,5,Pires,AM,80278-486
21389,24283,Setor Santos,26,Carvalho,RJ,67717-855
21390,14156,Campo das Neves,4,Sales,CE,37706-687
21391,8462,Condomínio Barbosa,13,Dias Paulista,PI,94290-132
21392,17526,Viaduto Santos,85,Cavalcanti de Pinto,BA,23033-817
21393,18206,Travessa Nina Lima,10,da Costa de Macedo,TO,20127851
21394,5969,Vale Alves,979,Pinto,PB,05370894
21395,19964,Quadra Mariana Macedo,64,Sales,RO,15476-326
21396,6978,Distrito Daniel Viana,9,Montenegro Verde,PB,48041116
21397,1347,Residencial Ana Ferreira,33,Novais da Serra,TO,79442-676
21398,12105,Conjunto Pietra Camargo,4,Almeida Alegre,DF,50606-691
21399,21449,Jardim de Correia,47,Pimenta,BA,94265-978
21400,1869,Praça Lima,906,Macedo,PR,83507731
21401,18553,Fazenda Bárbara Fogaça,5,Costa Alegre,CE,33080176
21402,19768,Rua de Araújo,58,Garcia do Amparo,TO,13590-689
21403,12047,Trecho de Vieira,4,Pinto de Alves,AC,55076829
21404,12035,Parque Abreu,4,Duarte,RS,99526-229
21405,7525,Avenida da Cruz,859,Cunha do Galho,PI,56397247
21406,21139,Núcleo de da Mota,968,Vieira,RN,00643060
21407,18453,Quadra de da Conceição,13,Vargas Alegre,RS,57156-302
21408,7620,Loteamento Laís Lima,4,Aparecida de Goiás,SC,93243964
21409,13171,Via Gabriela Ramos,37,Fonseca Grande,SE,85476938
21410,1124,Trevo Dom Câmara,376,Barros de Oliveira,TO,46848648
21411,9480,Jardim de Moura,283,Mendonça da Serra,MA,86965-002
21412,9842,Trevo Cavalcante,51,Pacheco do Norte,PR,32456461
21413,6496,Trevo de Teixeira,2,da Mata do Oeste,SC,33710047
21414,14325,Colônia Novais,71,Moreira do Amparo,SC,51164250
21415,5081,Aeroporto de Fogaça,87,Cirino do Galho,BA,06628-903
21416,20455,Trevo da Paz,86,Pires,MS,44617322
21417,23022,Passarela da Cruz,58,Moreira de Jesus,AP,34783-328
21418,14961,Fazenda Silva,84,Dias,GO,09871510
21419,1695,Área Sarah Teixeira,589,Nascimento,PI,34547973
21420,19487,Alameda Thomas Gomes,193,Pinto do Norte,SC,14222090
21421,17567,Parque de Marques,1,Vargas,PE,01678409
21422,1388,Alameda Camila Sousa,99,Ribeiro,MG,05853735
21423,14366,Conjunto Ayla Nascimento,84,Fogaça de da Rocha,AM,54240-504
21424,19267,Loteamento Sarah Lima,865,da Luz,PA,23187430
21425,11063,Vila Gael Henrique Costa,26,Albuquerque do Sul,PA,05733946
21426,4118,Colônia de Siqueira,41,Fernandes das Flores,ES,68403072
21427,16248,Viaduto da Mota,8,Ramos Paulista,RN,33713-715
21428,7443,Pátio de Pastor,46,Farias de Câmara,PR,04213705
21429,10983,Residencial Eduardo Carvalho,21,Cirino Verde,RN,19399943
21430,4512,Feira Maria Cecília Melo,80,Moura,PE,69296282
21431,2474,Passarela de da Rosa,6,Dias de Ramos,PB,85756-921
21432,5268,Praia Costela,481,Araújo,GO,48207-196
21433,6504,Estrada de Caldeira,82,da Rocha do Galho,BA,07830760
21434,14143,Viaduto de Borges,38,Novais,MT,98809197
21435,3763,Quadra Gabrielly Machado,513,Fernandes do Sul,AM,96375-001
21436,8371,Conjunto Novaes,4,Fernandes de Goiás,SP,80467-657
21437,24130,Área de da Rosa,9,da Conceição,RN,22863-467
21438,19952,Recanto Correia,50,Cardoso Grande,PI,91464-432
21439,20814,Alameda da Rosa,348,Pacheco,PE,82836962
21440,17223,Praça de Fernandes,702,das Neves da Mata,MS,13724986
21441,20995,Campo de Pereira,20,Camargo,DF,55658950
21442,3716,Colônia de Guerra,895,Lima,DF,19323-537
21443,5298,Passarela Leandro da Paz,63,Correia de Rezende,AM,82333-224
21444,19821,Alameda de da Conceição,51,Fogaça de Goiás,SE,61147-394
21445,9389,Favela Aragão,360,Martins,ES,95706308
21446,19211,Largo de Barbosa,79,Rocha,MS,59927934
21447,16739,Colônia de Borges,66,Araújo de Moraes,GO,97370-911
21448,2949,Trevo João Sales,49,Caldeira,RO,40982128
21449,10578,Fazenda de Souza,43,Nogueira,PR,09038470
21450,2386,Colônia de Albuquerque,36,Mendonça das Pedras,PE,87972567
21451,22558,Vale Isabella da Mata,62,Lima,MG,24406-867
21452,11008,Avenida Costela,90,Melo da Mata,AP,90528459
21453,21935,Feira Olivia Cavalcante,80,da Cunha,AM,73835-243
21454,9595,Lago de Nogueira,60,Alves,MT,39555150
21455,1295,Via Gomes,78,Monteiro,AC,09671095
21456,13227,Distrito de Novaes,2,Machado,SP,65013-502
21457,2911,Alameda Catarina Montenegro,991,da Paz,PB,75209-014
21458,1406,Vereda de Costela,30,Castro,BA,65793-997
21459,485,Condomínio Ana Sophia Barros,31,Fernandes da Serra,BA,77312471
21460,16353,Campo de Mendes,34,Nunes de Ribeiro,RN,34373178
21461,13930,Vereda Duarte,99,Santos,AM,08041590
21462,864,Passarela Miguel Barros,615,Montenegro de Minas,RN,31637436
21463,21670,Aeroporto Luiz Otávio da Costa,72,Costela,PE,04278358
21464,3383,Conjunto Maria Eduarda Mendonça,27,Nascimento,SC,24767-471
21465,20528,Quadra de Cavalcanti,88,Silveira,GO,62225-525
21466,13894,Rua de Melo,3,Azevedo do Campo,SP,07893427
21467,24032,Área Francisco Pires,3,Peixoto de Nascimento,RS,27324358
21468,2925,Estação de Fernandes,636,Vasconcelos Paulista,MT,07572-332
21469,16953,Pátio Maria Julia Lima,8,Fogaça,AC,01390-764
21470,1677,Trevo Maria Laura Vieira,71,da Paz,PA,99250075
21471,13257,Loteamento Matteo Gonçalves,72,Porto do Norte,BA,28151-433
21472,1401,Vereda Isabel Cavalcanti,972,Moreira de Minas,CE,44375479
21473,5530,Lago Casa Grande,15,Silveira,SE,36858152
21474,11533,Distrito de Barbosa,213,Azevedo,AC,72823354
21475,9359,Trecho de Gomes,20,Aragão,CE,59443-027
21476,7704,Conjunto de Siqueira,35,Farias das Pedras,RO,34657075
21477,6795,Praia Vieira,766,Costela dos Dourados,DF,05973266
21478,1625,Favela da Rocha,4,Machado de Goiás,MA,93141-827
21479,4436,Avenida de Sá,14,Silva,RS,67734-522
21480,21862,Conjunto de Albuquerque,1,Barros do Sul,CE,98138889
21481,137,Largo Maria Isis Duarte,82,Rodrigues de Almeida,RO,70317-039
21482,12161,Vereda Maria Cecília Monteiro,13,Moura da Prata,GO,16771832
21483,24733,Trevo Bella Castro,4,Farias de Freitas,MA,78896-621
21484,21850,Núcleo Pacheco,85,Fogaça,DF,17724-009
21485,21138,Passarela Fernandes,9,Ferreira,RJ,27594-824
21486,24648,Feira Cavalcanti,9,Peixoto de Nogueira,ES,42630-833
21487,5700,Aeroporto João Garcia,24,Cirino,MG,33884-290
21488,14439,Feira Daniel da Mota,949,Cassiano do Amparo,AC,20584511
21489,379,Colônia Oliver Albuquerque,14,Cardoso,PR,54464-678
21490,23810,Praia de Sales,55,Jesus,RN,46660-121
21491,22149,Ladeira Silveira,6,Montenegro de Moura,AL,42481-741
21492,17125,Vale de Nogueira,92,da Luz,RR,18078-852
21493,12555,Passarela Renan Câmara,410,Melo,PR,04553388
21494,21662,Rua de Nunes,56,Freitas do Campo,MG,48317-369
21495,1482,Distrito Silveira,395,Borges de Souza,AM,02191999
21496,3162,Estrada Novais,42,Guerra de Minas,SE,77175-138
21497,9956,Estrada Gomes,94,Costa da Praia,RJ,93768-180
21498,16096,Rua Anthony Pinto,774,Nogueira de das Neves,MT,58164462
21499,21387,Residencial de Cirino,3,Sales,AP,84534-367
21500,21906,Esplanada Nicole Cassiano,24,Cunha de Montenegro,RN,54985776
21501,21418,Feira de Alves,37,Novais,MT,16981641
21502,7852,Largo de Silveira,87,Carvalho,BA,37817062
21503,19079,Esplanada da Costa,94,Moura Alegre,DF,14118-664
21504,11680,Largo Alexandre da Cruz,12,Silveira de Alves,PB,92001-992
21505,8895,Feira de Cardoso,848,da Conceição de Aparecida,GO,87740018
21506,16864,Lago de da Cruz,40,Cirino do Galho,ES,93832509
21507,17552,Estrada Heloisa Jesus,49,Correia do Galho,PA,78518017
21508,11277,Praça de Cirino,67,Silva,MA,40251-252
21509,1472,Campo Lara da Paz,32,da Mata,PI,29700-805
21510,6913,Via de Garcia,12,Jesus dos Dourados,PR,08984027
21511,16764,Morro de da Cruz,8,Pimenta,MA,35569895
21512,15336,Largo de Teixeira,44,Fernandes Alegre,MS,43188-193
21513,5193,Esplanada Caio Barbosa,58,Cassiano,BA,15762-217
21514,19773,Loteamento de Casa Grande,8,Moraes do Galho,MT,16007-652
21515,14177,Vereda Siqueira,955,da Cruz,DF,92361-186
21516,19530,Lagoa de Vieira,35,Camargo de Camargo,TO,24758688
21517,14821,Praia Novaes,4,Freitas,SC,42133-983
21518,19805,Jardim de da Cruz,14,Ramos do Campo,MG,88104488
21519,2968,Setor de das Neves,509,Ribeiro das Pedras,SC,83425859
21520,23606,Estação de Pacheco,2,Cavalcanti das Flores,GO,41195546
21521,5877,Loteamento Allana da Paz,6,Fernandes,GO,11788547
21522,4301,Largo Gabriel Vargas,5,Freitas do Galho,PB,95819382
21523,2266,Alameda Luiz Henrique da Paz,24,Rocha,MS,72995536
21524,19358,Avenida de da Paz,535,Porto de Ribeiro,DF,30489-144
21525,8505,Jardim Sales,82,Pinto dos Dourados,RO,23082-083
21526,17796,Estação de Sá,69,Nascimento de Jesus,MG,11924052
21527,20507,Vale Correia,44,Sampaio da Prata,DF,36813-306
21528,13360,Travessa Maria Clara Caldeira,25,Rodrigues,AC,74983-912
21529,14844,Residencial de Montenegro,25,Machado,MA,99819-873
21530,17225,Estação Moura,7,Ferreira Paulista,SP,63692-358
21531,16493,Colônia Josué Ramos,624,Ramos do Amparo,RN,86824583
21532,16794,Residencial da Rocha,7,Cavalcanti de da Cunha,PA,10783829
21533,8379,Área Câmara,68,Silveira,RO,53140491
21534,17714,Chácara Maria Flor Montenegro,66,Monteiro,CE,18914-368
21535,24017,Estrada Sampaio,72,Rios das Flores,CE,42426309
21536,21520,Lagoa Garcia,74,da Mata de Leão,PI,60126560
21537,16195,Largo de Silva,58,Pires,RO,40737994
21538,9769,Quadra Maria Luísa Viana,21,Silveira das Flores,RN,45302-546
21539,7348,Via Maria Luiza Sampaio,74,Santos,RR,81953-087
21540,124,Lagoa de Jesus,26,da Conceição de Lima,PR,04502-362
21541,14960,Aeroporto Erick Campos,368,Alves,GO,14676-212
21542,13987,Chácara da Mota,65,Machado,PA,36221-105
21543,11998,Trecho de Cavalcanti,40,Montenegro de Farias,RJ,62925-691
21544,6613,Vale de Costa,2,Caldeira do Galho,PR,40989075
21545,18249,Praça de da Costa,8,da Mota,PI,15626459
21546,282,Alameda Barbosa,37,Garcia de Azevedo,MT,76251-948
21547,6437,Pátio Caldeira,2,Teixeira,MG,72875440
21548,6062,Distrito Oliveira,17,Jesus,AL,29160-092
21549,20779,Feira de Porto,13,Vieira da Prata,TO,73538782
21550,23432,Aeroporto Fernandes,95,Siqueira,RS,10834883
21551,7758,Jardim de Pacheco,64,da Paz dos Dourados,BA,42346-544
21552,9247,Aeroporto de da Cruz,63,Cassiano das Flores,PB,22966821
21553,20412,Via Francisco da Rocha,75,Mendonça,PE,03198-781
21554,4170,Viela Aylla Correia,95,Freitas da Prata,AC,66554807
21555,932,Chácara Sophia Silva,5,Aparecida do Norte,DF,36864-883
21556,20585,Travessa Fogaça,39,Macedo Alegre,RN,24698114
21557,13082,Viela de Ribeiro,42,Moura,SC,57601-135
21558,7996,Área Casa Grande,34,Macedo Verde,MS,67832027
21559,24767,Núcleo Oliveira,4,Cavalcante Paulista,PA,35988228
21560,344,Chácara Rios,44,Garcia Paulista,SC,23515-749
21561,22181,Praça Araújo,98,Caldeira de Minas,RS,67895-461
21562,22936,Loteamento Elisa Rodrigues,5,Castro Alegre,AC,38357-714
21563,22785,Chácara Noah da Costa,99,Rodrigues do Campo,PE,88607-807
21564,13737,Aeroporto Teixeira,15,Vieira,MT,41817652
21565,23145,Praia Costa,8,Vieira,GO,36003-802
21566,2122,Morro da Mata,10,Brito da Praia,TO,09987700
21567,4209,Ladeira Otto Sales,316,Ferreira de Dias,RO,46913-108
21568,8759,Fazenda Natália Nogueira,5,Lima,MT,75548801
21569,17155,Morro Aragão,35,da Rosa dos Dourados,SE,87533-982
21570,778,Vereda Maria Júlia Martins,98,Ferreira da Serra,BA,48213404
21571,15267,Fazenda de Caldeira,718,Siqueira,PB,76321-697
21572,10176,Núcleo Marques,46,Fogaça,RO,50616436
21573,24576,Pátio Campos,6,Freitas,RR,15629981
21574,11464,Pátio Rafaela Costa,66,Gonçalves,TO,15255-198
21575,9925,Setor José Miguel Nogueira,24,Costa,RN,56564-778
21576,15189,Área Ryan Machado,720,Carvalho,PA,21882-348
21577,2094,Condomínio Andrade,92,Vasconcelos do Amparo,SE,58321-152
21578,18909,Travessa de Pires,2,Correia das Pedras,SC,08927231
21579,15438,Trevo de Rios,8,Souza Alegre,ES,17395701
21580,18464,Campo Luiz Gustavo Sá,60,Almeida do Oeste,RO,20425-505
21581,20409,Setor de Costa,651,Camargo de Carvalho,RN,75789-409
21582,19770,Estação Ayla Nogueira,459,Correia das Flores,DF,37824-065
21583,22753,Campo de Cunha,40,Rocha do Norte,GO,79494-258
21584,19869,Parque Luiza Moraes,49,Rezende,MA,79853368
21585,24784,Praça Lorena Cunha,85,Siqueira,PA,25839-201
21586,21969,Praia de Pinto,75,Barbosa de Pimenta,RS,12854847
21587,18433,Praça Pinto,87,Cassiano,RN,32684-188
21588,10033,Jardim de Moraes,54,Andrade dos Dourados,RO,91299-654
21589,20964,Trecho Enzo Silveira,32,Cunha,MS,74331-672
21590,23144,Morro Maria Eduarda Santos,29,Mendes,MA,69769753
21591,12421,Largo de da Cruz,2,Fernandes de Cunha,DF,30411521
21592,15326,Distrito de Castro,34,Oliveira de Costa,ES,80000-431
21593,3532,Distrito Anna Liz Marques,7,Barbosa da Prata,MA,74201-127
21594,19661,Distrito de Rios,3,Melo do Oeste,AC,75128379
21595,10478,Pátio Bella Sales,51,Sousa,SP,11416-347
21596,14261,Núcleo João Ferreira,5,Jesus,CE,07913041
21597,23417,Vila Liam Sales,69,Almeida de Câmara,PB,34622-694
21598,24557,Jardim de Cassiano,98,Rezende do Sul,SP,98866-360
21599,10533,Morro Ana Beatriz Montenegro,11,Sampaio,PE,36586452
21600,6167,Vereda Dias,63,Machado de Oliveira,MA,66509-968
21601,369,Área da Costa,92,da Mata de Montenegro,AM,77968-564
21602,12828,Campo de Vasconcelos,62,Camargo Paulista,AL,48769669
21603,22363,Ladeira Alana Rios,3,Siqueira do Galho,SP,39408658
21604,23875,Vale de Gonçalves,313,Correia de Guerra,CE,20123-136
21605,9167,Jardim Sales,552,Albuquerque de Monteiro,AL,51416579
21606,21507,Campo Vieira,42,Jesus,RS,76406-535
21607,23915,Trevo Sampaio,9,Santos de Teixeira,CE,15924190
21608,20530,Trecho de Rodrigues,77,Gomes,PB,60023-088
21609,13452,Morro Melo,289,Garcia,RN,68781200
21610,3420,Vale Luiz Henrique das Neves,57,Carvalho da Prata,MS,26455977
21611,21662,Lago de Pimenta,9,Porto,AC,83277495
21612,14283,Área Ferreira,1,Gonçalves de Goiás,PE,98624-158
21613,14265,Distrito de Silveira,86,Teixeira,CE,42039687
21614,17947,Parque de Castro,39,Peixoto do Galho,RO,14893483
21615,4342,Distrito de Leão,746,Castro de Goiás,RS,00420495
21616,14448,Pátio Fonseca,6,Rezende do Galho,CE,38616260
21617,11483,Praia de Montenegro,1,Monteiro Grande,MA,23126721
21618,9152,Feira Ana Carolina Siqueira,66,Sales,PE,62369756
21619,23208,Rodovia Léo Lopes,513,Pastor de Mendonça,ES,36353830
21620,6276,Loteamento Camargo,3,Monteiro,SC,04507855
21621,18162,Colônia Yago Borges,66,Pereira,PB,65589-751
21622,16738,Estação Cecilia da Paz,79,Vargas,MA,17164657
21623,23734,Passarela Abreu,34,Brito,PB,83903900
21624,16110,Via de Nogueira,11,Abreu da Mata,SP,50975-388
21625,12304,Trecho de Nogueira,10,Pires do Campo,DF,74618117
21626,6736,Largo Luna Pacheco,6,Fonseca,RS,94868095
21627,16915,Parque Jesus,860,Azevedo,RR,06610843
21628,6187,Sítio de Aragão,5,Teixeira,RS,11957-381
21629,17644,Favela Ana Luiza Sampaio,22,da Cruz de da Rosa,MS,67059236
21630,19036,Via Santos,28,Carvalho,MT,14568-282
21631,10193,Vila da Rocha,92,Moraes,PB,95467055
21632,7553,Feira de Fonseca,259,Alves,AC,87687-061
21633,2024,Trevo de Novaes,70,Mendes Paulista,RS,48695296
21634,22234,Alameda Siqueira,4,Moreira,PR,52718-020
21635,25,Área Maria Cecília Carvalho,978,Cirino da Serra,AM,74125-583
21636,20252,Ladeira Freitas,2,Cassiano Alegre,TO,41531-799
21637,19713,Jardim Nicolas Albuquerque,21,Pimenta,SC,42825542
21638,15769,Área de Marques,67,Teixeira,RO,06336186
21639,15129,Fazenda Ramos,58,Marques de Camargo,RS,99456498
21640,1154,Rua Maysa Fonseca,9,Machado,RO,42441954
21641,16232,Esplanada Sales,8,Nunes,RR,86601-102
21642,3395,Ladeira de Sousa,43,Moraes do Sul,RJ,52508-659
21643,11943,Largo de Dias,28,Cirino do Norte,BA,36931865
21644,12874,Praia Camargo,992,Costela Verde,RR,31779-403
21645,4303,Morro Caio Cavalcante,42,da Mata,MS,61029888
21646,1893,Travessa Gonçalves,11,Farias de Albuquerque,SP,06410207
21647,24651,Área de da Costa,334,Rodrigues de Minas,MT,42384837
21648,19564,Alameda de Teixeira,67,Farias,BA,85990-819
21649,6817,Pátio Siqueira,49,Fernandes,AL,13861335
21650,23122,Viaduto Freitas,187,Oliveira de Moraes,AM,26423301
21651,8628,Largo da Rocha,72,Costela Alegre,MA,44949980
21652,8875,Área de Lopes,26,Moura Verde,PI,87595092
21653,21586,Conjunto Matheus Nogueira,1,Vargas de Ramos,PE,67080891
21654,21527,Estação de Costa,58,Ferreira dos Dourados,AM,25747706
21655,5179,Alameda Fernandes,79,da Rocha,PI,43185-135
21656,22773,Esplanada de das Neves,133,Câmara de das Neves,BA,82261-106
21657,4560,Via Costa,27,Rios,ES,51601-270
21658,437,Distrito Pastor,75,Casa Grande,PR,30427-393
21659,14782,Campo Oliver Cavalcanti,954,Ribeiro,PA,84954294
21660,16229,Largo Heitor Pacheco,79,Nascimento do Oeste,ES,33800208
21661,18584,Lago Cunha,3,Gomes dos Dourados,RJ,82119-374
21662,1264,Distrito Ana Júlia Duarte,68,Marques,AP,91860098
21663,19490,Viela de Pacheco,38,Pastor,GO,47189710
21664,18061,Residencial Giovanna Camargo,61,Vargas,MA,59393592
21665,6776,Lagoa de Barros,78,Teixeira Verde,PI,58709-722
21666,9975,Largo de Camargo,18,Martins,PB,31277748
21667,5976,Vila Fogaça,84,Fernandes,BA,49711-564
21668,1499,Sítio Alana Monteiro,8,Leão,TO,99559-980
21669,24008,Passarela de da Costa,35,Castro do Oeste,RR,15883941
21670,4013,Viaduto Sá,61,Araújo,PA,94619-828
21671,5824,Quadra de Jesus,99,Farias da Praia,ES,45601-902
21672,20314,Recanto Rocha,9,Pires,TO,40496-941
21673,14211,Parque de Pires,693,da Rosa Paulista,SC,95306-883
21674,18497,Estação Anna Liz Cavalcante,38,Freitas Paulista,PA,37677-501
21675,12368,Praia de Rocha,1,Vargas da Mata,SP,38720803
21676,4900,Loteamento de Cavalcante,56,Leão,RN,09101-013
21677,4364,Fazenda Benjamim Santos,23,Sampaio,PB,31023382
